Episode,Date,Review
74,6시간 전,북쪽맡으면서 4군데는 어디야?3궁ㄷ아냐?글고 저 여자가 작가다.에 내 손모가지 겅다
74,4일 전,내가 니 애미다
74,5일 전,어무니...?
74,6일 전,mama~~~~~!우우ㅜ우ㅜ 아ㅣ 킬~~
74,2022-10-05 12:38,엄마
74,2022-10-02 00:56,엄마냐?
74,2022-09-29 22:45,ㅋㅋㅌㅋㅌㅋㅌㅋㅌㅋㅋㅋㅋㅌㅋㅌㅋㅋ흑염룡 실망하는겈ㅋㅌㅋㅌㅋㅌㅋㅌㅋㅌㅌㅌㅌ큐ㅠㅠㅋㅌㅌ큐ㅜㅋㅌㅌ큐ㅜㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅌㅋㅌㅋㅋㄱ왤케 귀엽냐ㅠㅋㅌㅋㅌㅋㅌㅋㅌㅋㅋ큨큐ㅜㅋㅋㅋㅋㅋㅋㅋㅌㅋㅌㅋㅌㅋㅌ
74,2022-09-28 01:24,수영아... 그거 표절 맞다고... 의혹이 아니라 표절이야...
74,2022-09-25 17:52,염룡이 ㅋㅋㅋㅋㅋㅋㅋ
74,2022-09-24 12:02,독자 어머니..?
74,2022-09-22 12:55,엄마같은데?
74,2022-09-21 00:09,ㅁㅊ 설마 꼴에 아들은 알아봐?
74,2022-09-15 00:36,내가 니 애미다
74,2022-09-14 22:58,엄마 아니야....?
74,2022-09-14 21:41,김독자:(어머니..?)
74,2022-09-13 08:32,마미?
74,2022-09-12 01:01,심연의 흑염룡 : 떱떱해 :(( 🥲
74,2022-09-09 21:56,독자야 ㅜㅠ
74,2022-09-09 15:44,독자 어머니 같은데
74,2022-09-09 02:56,딱봐도 유상아
74,2022-09-06 16:55,그래서 한명오는 어덯게 됌?ㅋㅋㅋ
74,2022-09-03 13:51,저거 딱  봐도 예전에 독자 엄마가 사람을 죽였고 그 살인과 관련된 독자 트라우마가 있을거 같운뎅
74,2022-09-03 13:50,독자 어머니인가?
74,2022-09-02 01:37,엄마아니야???
74,2022-09-01 22:27,안...안드라스?! 북풍의 왕랑 안드리우스?! 근데 댓 안봐도 저건 누가봐도 엄마인데
74,2022-09-01 19:01,흑염룡이 독자한테 섭섭해 하는게 인방 시청자가 방송인한테 섭섭해 하는거 같네 ㅋㅋㅋㅋ
74,2022-08-31 06:14,엄마네 ㄷㄷ
74,2022-08-29 18:58,알고보니 엄마임
74,2022-08-28 01:12,엄마...??
74,2022-08-27 13:46,엄마...ㅠㅠ
74,2022-08-26 01:41,엄마인가
74,2022-08-25 16:34,김독자:어 너두?한수영:어 나두
74,2022-08-25 15:18,각시탈이네
74,2022-08-25 03:42,엄마?
74,2022-08-24 11:21,아니 학폭 트라우마 겨우 극복했는데... 어머니... 왜 나오신거예요...ㅠㅠ 독자 또 불쌍해 지자나요...
74,2022-08-23 22:32,뭐지 전여칰
74,2022-08-22 20:06,이건 스포가 아니라도 정체 모르면 십중팔구 글을 못읽는 맹인이거나잼민이임
74,2022-08-22 12:18,엄마 아녀?
74,2022-08-18 23:04,저 왕이 독자엄마인가
74,2022-08-18 20:13,얘네 엄마 회귀자 같은디
74,2022-08-18 15:07,엄마같은데...???
74,2022-08-18 12:12,힝... 나  귀염뽀짝 비형 보고싶어....ㅋㅋㅋㅋ
74,2022-08-17 16:49,김독자가 작중 여캐들이랑 사귀는 스토리좀 만들어줬으면 좋겠노 
74,2022-08-17 00:21,엄마다..
74,2022-08-15 03:26,감방에서 나온 사람들인가 다 죄수복이네
74,2022-08-14 11:19,내가 사는 독립문 서대문형무소 눈나도 나왔다
74,2022-08-14 00:25,심연의 흑염룡 말할때 사이키 쿠스오의 재난 캐릭터 뜨는거ㅋㅋㅋㅋㅋㅋ
74,2022-08-13 17:12,ㅁㅊ그러네 엄마 감옥에 있다고 송민우가 그랬으니까.......독자 어머니신가봐요 세상에
74,2022-08-10 18:35,독자 엄마네
74,2022-08-09 17:44,엄마냐?
74,2022-08-09 16:13,엄마?
74,2022-08-09 08:12,엄마?
74,2022-08-07 22:28,마망
74,2022-08-07 10:12,엄마????
74,2022-08-06 23:20,"엄마겠지????범죄자니깐 뉴스에도 나오고 
흠..."
74,2022-08-03 20:23,엄마?
74,2022-07-28 10:45,흑염룡 겁섭한거 너무 귀여우다
74,2022-07-25 04:17,소설이미 다 봄 엄마임
74,2022-07-21 22:51,지금 소설 77화 보면서 같이 보는데 와... 서로 교차해가면서 보니까 더 재밌다 ㅋㅋㅋㅋㅋㅋ
74,2022-07-20 21:31,엄마..?
74,2022-07-19 13:58,어머니?
74,2022-07-13 20:58,이런장면이 있었어?
74,2022-07-11 21:26,머리색이며 눈꼬리며 너무 비슷한데? 설마 mom? 게다가 일진 낭인?이 예전에 너네 엄마처럼 뉴스 한번 나오면 돼지 않냐고 하지 않았나?
74,2022-07-10 05:11,"멸살법 작가가 독자 어머니일지도...그러니 독자가 한명뿐이어도 계속연재하고
현실화돼기 직전에 살아남으라고 죽지말라고
텍본도 주고 말이죠 독자 어머니 멸살법 작가 듀~~~울~~~댜~~~!!!"
74,2022-07-10 05:05,어머니?
74,2022-07-08 22:11,엄마네..
74,2022-07-08 22:06,한수영 은근 매력적인 캐릭..
74,2022-07-03 00:43,백퍼 어머니다 저건
74,2022-07-01 20:22,흑염룡 섭섭해하는거 너무웃기네ㅋㅋㅋㅋ
74,2022-06-30 01:02,엄마..?
74,2022-06-26 20:55,어머니..?
74,2022-06-25 15:53,독자대신 감옥가신 엄마
74,2022-06-25 11:29,방랑자들에왕 김독자 어머니일것 같은디
74,2022-06-24 20:04,역시 엄마였네
74,2022-06-23 20:16,엄마도 판타지소설 팬인가 같이모여서봣나 취향이같나 만약엄마면 그게 엄마인거보다 이게더 소오오름인데 서로 완결까지 달린건가 근데 조회수는 1인데 중간까지봣나
74,2022-06-19 09:26,엄만가보네
74,2022-06-16 14:33,엄마네
74,2022-06-14 17:48,어머니는 너무 뻔한데 말이지요..
74,2022-06-13 06:34,스포: 조선 제일술사 배후성을 가진 사람은 김독자의 흑염룡을 터트린적이 있습니다 
74,2022-06-11 16:03,자기합리화(自己合理化) 발동 안되는거봐라한 발 늦은 시련의 극복자 이노옴..
74,2022-06-10 03:31,엄마 아니노
74,2022-06-06 00:23,수영눈나 눈반짝이는거 개귀엽다 ㅋㅋ
74,2022-06-04 20:20,설마 마미..?
74,2022-06-04 19:37,어.. 어머니?
74,2022-05-30 19:35,도사란 무엇이냐 도사란 바람을 다스리고 마른하늘에 비를 내리며 땅을접어 달리고 날카로운 검을 바람처럼휘둘러 천하를 가른다. 또 그 검을 꽃처럼 다룰줄 안다.
74,2022-05-28 02:07,소설 안 본 사람으로서 아직까지도 사람들이 왜 한수영을 열광하며 좋아하는지 이해를 못하고 있다...
74,2022-05-21 14:44,엄마!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
74,2022-05-19 13:45,저사람들 누가봐도 청주여자교도소에서 단체 탈주한듯ㅋㅋ
74,2022-05-14 22:46,흑령룡이 섭섭한눈빛으로 본다 개웃기네
74,2022-05-09 20:28,ㅊㄱㅍ한수영 배후성
74,2022-05-08 21:14,아 내 눈물버튼
74,2022-05-06 15:01,김독자:엄마?
74,2022-04-29 11:05,👉🏾독자 어머니 방랑자들의왕 첫만남
74,2022-04-28 14:13,엄 ? 마
74,2022-04-28 11:03,.
74,2022-04-28 04:17,엄마
74,2022-04-27 21:13,은밀한 모략가는 그래서 누구임?
74,2022-04-27 14:28,독자야 니 엄마다
74,2022-04-27 13:35,mother?
74,2022-04-27 01:33,전우치?!그 도사?!우어ㅓㅓㅓㅓㅓ전우치다!!!전우치 명대사:도사 놈이라~
74,2022-04-26 22:23,독자 어머니같은데
74,2022-04-25 23:41,저거 엄마 관련 트라우마 아냐?
74,2022-04-17 12:19,엄마???
74,2022-04-14 22:47,독자 엄마 이건 가 설마
74,2022-04-07 10:22,독자 엄마아님?
74,2022-03-30 16:16,근데 누가봐도 엄마라는 연출인데
74,2022-03-30 13:25,작가인가?
74,2022-03-30 00:01,주인공도 패키지사자
74,2022-03-25 17:29,엄....마?
74,2022-03-23 23:19,김독자 엄마 입니다
74,2022-03-23 18:44,엄만가 보냉
74,2022-03-23 11:33,설마..  찐작가?그런데 흑염룡 귀여워ㅎㅎ
74,2022-03-22 22:25,독자가 '사실 <배후 선택>은 미루는게 좋다'라고 하는 부분에서 그림을 보면 '긴고아의 죄수'(로 추정되는 누군가)와 '해상전신'(으로 추정되는 누군가)의 모습이 나오는데 만약 저기에 나온 성좌들이 진짜로 긴고아의 죄수랑 해성전신이라면 저울들고 있는 금발의 천사는 '악마 같은 불의 심판자'인가?
74,2022-03-22 16:24,"욕나오네ㅋㅋ무슨 지들이 추리한척 지껄이는게.
이걸 보는사람 대부분이 소설어느정도 읽은사람들일건데 뭔 대단한 추리인척 스포하는꼴이 역겹다.ㅋㅋ 설마설마 했는데 역시나 쯧.."
74,2022-03-21 22:48,ㅋㅋㅋㅋㅋㅋ 흑염룡  섭섭하뎈ㅋㅋㅋㅋ
74,2022-03-21 22:48,왜ㅡ
74,2022-03-21 00:55,와
74,2022-03-11 20:49,근데 삼시세끼 먹어야 한다며? 언제 먹는건데?? 잠은 언제 자고?
74,2022-03-11 03:43,엄마야??
74,2022-03-07 21:34,심연의 흑염룡부분에 김남운이 크큭하며 나오는 부분 웃긴다 ㅋㅋ
74,2022-03-03 11:24,저거 엄마같은데
74,2022-03-03 01:09,진짜 엄마인것 같은데
74,2022-03-02 21:58,뭐야 엄마야?
74,2022-03-02 16:42,독자 어머님?
74,2022-03-02 13:08,어...엄마?
74,2022-02-28 08:29,쟤 김독자 엄마임
74,2022-02-28 03:38,엄마아!
74,2022-02-27 19:00,독자가 28살인데 엄마가 37살..? 엄마 아닌듯
74,2022-02-27 13:46,전우치전 보다가 머리아파서 들어왔는데 여기도 있넼ㅋㅋㅋㅋ
74,2022-02-25 22:46,마마?
74,2022-02-25 22:41,은밀한 모략가 목이 왜케 기냐 ㅋㅋㅋㅋㅋㅋㅋ
74,2022-02-25 00:03,마왕은 OOO 갑자기 이세계물 미소녀짱 전계로 가고 있냐
74,2022-02-24 18:10,밥 언제먹어 세끼 먹어야 하는데
74,2022-02-24 02:11,설마 엄마..에요? ㄷㄷ?
74,2022-02-23 17:30,카이도 슌 중2병으로 나오는 거 개웃기네 ㅋㅋ 작가님도 사이키 쿠스오 보셨나보네요 ㅋㅋㅋ
74,2022-02-23 15:13,■■씨 넘 멋있어요옥
74,2022-02-22 16:29,그나저나 전우치는 그냥 강동원을 그대로 그려놓은거 같네ㅋㅋㅋㅋ
74,2022-02-22 14:52,응 김독자 엄마임 ㅅㄱ ㅋㅋ
74,2022-02-22 14:49,한명오씨는 64번째 마계에서 꿀빨면서 잘 살고 있슴니다 나중에 지구로 귀환하쥬ㅋ
74,2022-02-22 08:22,오셨다 ㅜㅜㅜㅜ 오셨다 ㅜㅜㅜㅠ
74,2022-02-21 03:21,실루엣만 봐도 우리 엘씨가 넘우 이쁘네요
74,2022-02-20 18:44,엄만가?
74,2022-02-18 15:57,독자 엄마 아니에요?!??!
74,2022-02-18 03:59,거짓간파 너무 웃겨
74,2022-02-17 20:59,안나?
74,2022-02-17 16:30,엄마?
74,2022-02-16 21:58,엄마?
74,2022-02-15 21:11,어.엄마.
74,2022-02-15 18:07,헐 엄마구나 엄마다
74,2022-02-15 12:31,헐 엄마인가본데
74,2022-02-13 04:44,오마니~
74,2022-02-10 14:43,"37센데 입가에 주름이...,"
74,2022-02-09 16:37,엄마?
74,2022-02-09 11:20,엄크떴다
74,2022-02-08 15:26,독자 어머니 시겠네요
74,2022-02-03 19:43,엄마?
74,2022-02-03 03:47,뭐지작가인가
74,2022-02-02 16:30,독자의 어무니?
74,2022-02-01 14:15,.... 엄마??
74,2022-01-31 20:30,어무니 느낌이 오네
74,2022-01-30 10:09,엄마인가
74,2022-01-29 09:33,엄마?
74,2022-01-28 17:05,전우치!전우 전우치!
74,2022-01-27 20:18,"흑염룡 처음부터 지켜봐주고 배후 제의도 해주고 계속 후원도 해줬는데,, 섭섭할만하네 ㅋㅋㅋㅋ"
74,2022-01-26 17:11,사이키쿠스오?
74,2022-01-25 20:25,엄마인가...?
74,2022-01-24 01:57,저거 독자 엄마 아니냐
74,2022-01-23 19:20,안녕하세요 ...씨 오랜만에 뵈어요
74,2022-01-22 18:21,김독자 엄마아닐까싶네요 트라우마를 건드는 환술을 받을때 잠깐나왔었는데 예상으로는 엄마가 사람을 죽이는 모습이였습니다. 그래서 형무소쪽에 있었던거구요. 어릴때 일이니 아마 소설내용을 김독자가 엄마에게 알려줬다거나 잠깐 본거일수 있겠네요.
74,2022-01-20 21:25,그러고 보니 격노와 정욕의 마왕은 어떻게 표현하려고.... ㅗㅜㅑ ㅗㅜㅑ
74,2022-01-20 17:49,범죄자를 생각 못 함
74,2022-01-20 11:48,아 누구지 알겠다. 그여자네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 니편 가지고 당황 하는 걸 보면 둔하긴 둔하네 저 머리결은 그 사람 밖에 없으니까 ㅋㅋㅋㅋ아 레알 웃기네 ㅋㅋㅋㅋ
74,2022-01-19 04:49,니@@미@@@
74,2022-01-18 15:30,ㅇㅇㅇ나를 알고 있다면 정답을알려줘
74,2022-01-17 11:46,이수경..배후성은..웅..
74,2022-01-16 18:35,순간 나랑 같은 이름 나와서 깜놀..
74,2022-01-13 20:06,설마......멸살법 작가님..?.
74,2022-01-13 00:17,엄마
74,2022-01-12 15:49,아이디를 공유하는사람?
74,2022-01-12 13:10,아 졸라 시발 나 운다
74,2022-01-12 11:21,저 여자 엄마임. 아 물론 스포 아님 ㅋ 소설 본 적도 없음. 신문에 얼굴 팔려서 얼굴 가리고 회상에도 있고 김독자랑 관련된 여자중에 중년여자 생각할게 엄마 말고 없지? 무조건 엄마임 ㅋ 중년여자인거 딱 봐도 엄마인 줄 알았는데 회상으로 쐐기를 박네 ㅇㅅㅇ
74,2022-01-12 09:40,독자가 자꾸 나는 유중혁이다. 할때마다 쫌..쪽팔려서...으아아악!!! 독짜야 하지마아악!!
74,2022-01-12 09:06,독자 어머니인가..?
