Episode,Date,Review
67,6시간 전,그리고 그는 마침내 '가장 못생긴 왕'이 됐다. 아 원래 그랬나?
67,3일 전,지린다 와.. 와우
67,3일 전,와 .
67,4일 전,크으 설화 왕이 없는 세계의 왕 연출 미쳤다
67,5일 전,와 죽어
67,5일 전,막컷 너무 예뻐
67,2022-10-10 20:01,이번화 미쳣네 진짜
67,2022-10-10 03:09,와 진짜 연출 미쳤다.... 가슴이 웅장해진다...
67,2022-10-04 19:59,ㅜㅠㅠ하
67,2022-10-04 16:02,ㄹㅈㄷ 나 지림
67,2022-10-03 18:28,독자 너무 잘생겼다
67,2022-10-01 20:27,진지하게 고찰해봤을때 독자는 중혁이랑은 다른 미인. 중혁이는 화려하게 생기고 감탄이 나오는 미인이고 우리 독자는 단아하잖아
67,2022-09-30 21:49,미친…
67,2022-09-30 13:59,캬
67,2022-09-27 00:16,"아니 이 전체가 문학, 역사의 흐름을 바탕으로 한다는게 날 미치게 해요........."
67,2022-09-26 22:49,찢었다
67,2022-09-26 18:47,막컷 김독자 퇴폐미 개지리는데 내가 알던 김독자가 맞습니까?
67,2022-09-25 17:28,아니 왜 마지막에 전독시 로고? 비에 젖은거 왜 이야기 안해?
67,2022-09-23 21:51,와 개 멋있다ㅠㅠㅠ 진짜 눈물ㅠㅠㅠㅠ 모든 별이 독자를 바라보고 있는것 같은 표현이 진짜 찢었다
67,2022-09-22 21:14,북두칠성의 7성군
67,2022-09-22 19:12,개멋있어 ㅁㅊ
67,2022-09-20 23:14,"막컷 진짜 미쳤다,,,, 제목표현봐 와,,,"
67,2022-09-18 01:22,아 말이 안 나온다마지막에 있는 번진 연출도 너무 좋고...... 아니 그냥 다 좋아........
67,2022-09-16 21:45,와 화면 90도 돌려서 보고 180도 돌려서 보고 270도 돌려서 보고 원래대로 한번 더 보고 눈 비볐다가 봐도 예쁘다
67,2022-09-16 16:53,독자씨 넘 잘생김
67,2022-09-16 09:44,어제보고 진짜 여기까지 달려왔다.. 그냥 미쳤다
67,2022-09-14 21:39,존나재밌네
67,2022-09-13 00:10,내가 살다살다 판타지 웹툰 보다가 오열하네... 드디어 내가 미쳤나보다
67,2022-09-10 00:22,독자가 단지 이야기를 아는 것 뿐 아니라 무척 현명하고 용감하기 때문에 가능한 일. 평범한 세계에서도 잘 살았을 것 같은데..
67,2022-09-09 19:56,왕이 없는 세계의 왕
67,2022-09-09 12:12,와... 소름에 소름에 또 소름이다
67,2022-09-07 13:27,새삼 독자 넘 이뿌게 생김 ㅠㅠ!!!
67,2022-09-06 11:48,미쳤다 진짜..! 
67,2022-09-04 20:11,"내최애 화......,너무조아ㅜㅜㅜㅜ"
67,2022-09-04 10:34,와 너무좋다 왕이없는 세계의 왕
67,2022-09-02 21:19,근데 용존이 아니고 용준 아닌가요.. 용모양 항아리...
67,2022-09-02 11:56,와미쳤다 진짜 소름돋고 몰입도 최강이고 이런 웹툰 왜이제알아서 첫화부터 지금까지 쉬지않고 계속보는데 이건 댓글달아야된다 작가님 천재신가봐요 응원합니다 최고예요 진짜 미쳤어요 와 ❤️
67,2022-09-01 21:59,와....진짜 소름돋았다
67,2022-09-01 03:27,독자야........
67,2022-08-31 01:23,낭만
67,2022-08-29 18:43,오....도깨뷔 이 놈 무섭구나?
67,2022-08-26 18:19,오열중... 일곱 번째 보는데 일곱 번 전부 눈물 질질
67,2022-08-25 18:10,ㅇ0ㅇ
67,2022-08-24 02:31,바라본다
67,2022-08-22 23:13,성좌들이 개연성 가져가는 부분 눈물나도록 감동 ㅠㅠ
67,2022-08-22 09:21,와 진짜 소름이 몇번 돋는거냐선생님들 혹시 이거 책 원작은 완결이 되어있나요? 첫 주행자지만 벌써 현재 절반 웹툰을 본게 걱정입니다 너무재밌어요ㅠ
67,2022-08-19 15:34,연출 너무 예쁘다...
67,2022-08-19 00:25,ㅠ......눈물날 것 같아....미친...이 웹툰 뭐냐
67,2022-08-18 15:59,헐 마지막에 비 오는 배경이니까 '전지적 독자 시점' 표지 물 먹은 듯한 연출 ㄷㄷ 
67,2022-08-18 14:22,소름돋는다 와... 진짜 미쳤어
67,2022-08-18 10:35,뭐..ㅁ.뭐가 지나간거지..?
67,2022-08-18 00:54,이거 영화보단 애니로 나오면 까리할듯 ㅠㅠ
67,2022-08-14 05:24,ㅋㅋㅋ주책인가봐 눈물남. 왜냐고!! 소설에서도 안났던 눈물이!!
67,2022-08-11 16:32,와...ㅁㅊ개쩐다이번화
67,2022-08-09 22:08,아 연속 두화에 주접떨게될줄은 몰랐는데....와 진짜...난 진짜 그냥....눈물이 흐른다
67,2022-08-09 20:35,와..... 막컷 뭐임
67,2022-08-09 01:09,전독시는 레전드다..
67,2022-08-07 16:53,볼때마다 소름이다
67,2022-08-07 13:47,이야씨.. 소설로 볼 땐 그냥 쩐다 이러면서 봤는데웹툰으로 보니까 미칠거같에 표현이 
67,2022-08-05 22:53,마지막에 제목뜰 때 제목이 좀 젖었어..
67,2022-08-05 22:21,하 돌겠다 나는 왜 이걸 이제본거야ㅜㅠㅠㅠ
67,2022-08-05 08:22,소설과 위화감이 하나도 안느껴지는 연출
67,2022-08-04 21:55,와.. 작가님 진짜.. 표현성넘후 좋으시다.. 검에 별자리 새겨져있고 불붙은거 진짜루..
67,2022-08-04 13:35,와 진짜 소름이 몇번 돋은건지 모르겟다
67,2022-08-03 22:47,와 이번 편 연출 진짜 소름돋을 정도로 좋다
67,2022-08-02 23:10,소름
67,2022-08-01 22:19,결국 소설 끝까지 다 보고왔는데 연출진짜 대박이네요ㅠㅠ독자의 첫번째 설화 ㅠㅜㅠㅠㅠ사랑해 김독자 최고 뿅뿅
67,2022-08-01 12:56,와... 소름돋음 와 와 와
67,2022-07-31 17:35,크 소설에서도 여기서 전율이..왕이 없는 세계의 왕.. 지리죠
67,2022-07-31 00:13,왕정은요.. 완전히 붕괴됐어요... 왕좌는 부숴서 버려요 산산조각내서 아무도 못앉게 해요
67,2022-07-29 23:47,아 소름돋아 ㅠㅠ
67,2022-07-29 16:40,소설도 웹툰 나온 회차까지만 본 내가 가장 좋아하는 장면중 하나인  화진짜 소름이 좍좍 돋음
67,2022-07-28 15:42,다른거 모르겠고 한편만..^^
67,2022-07-27 12:32,와 개오진다 이거
67,2022-07-26 13:31,미춌어 전독시 비온다고 물맞아서 글씨흐리게 번지는거봐 연출이미쳤써
67,2022-07-25 22:40,아니 그래서 독자는 지금 상탈에 거적떼기만 걸치고 비맞고 있는...?
67,2022-07-24 03:59,와 재미써
67,2022-07-21 21:05,여기서 절대왕좌를 만든 주인이 '이름없는안개'인가?
67,2022-07-21 15:12,설화 1개 득~
67,2022-07-21 10:01,진짜 최고의 에피… 볼때마다 소름돋음
67,2022-07-20 22:01,아 진짜 독자형 왜캐 잘생겼어..
67,2022-07-20 21:08,진짜 최고다 👍 
67,2022-07-20 20:17,설화를 달성한거면 독자는 죽어서 설화 등급 성좌 되는거 아님?
67,2022-07-20 17:41,레전드 웹툰이다
67,2022-07-18 23:10,현재 독자 특성창 만든 배댓님꺼에 성흔 자기합리화 빠져있음...
67,2022-07-18 23:07,막컷 꺼꾸로 돌려본사람 개추 
67,2022-07-16 17:27,저거 대머리 땜에 깼다..ㅋㅋ
67,2022-07-16 01:45,진짜 재미있다 ㅎ
67,2022-07-13 00:49,마지막 연출 미쳤네... 원작 끝까지 보면 더욱....
67,2022-07-10 18:50,설화생겼으니까 위인급 보다 쌘거임?
67,2022-07-06 18:59,독자 진짜 넘흐 예뻐
67,2022-07-04 22:43,이마 팍팍 친다 드디어 프롤 끝이야ㅠㅠ
67,2022-07-04 22:11,소름 돋았다 진짜...
67,2022-07-04 17:16,개지린다
67,2022-07-03 13:03,이거 네에버웹툰 레전드급 아님? 호랑이형님 보다가 개노잼이라 접엇는데 이게 2억2조배는 재밋는데....프롤로그 잘봣습니다
67,2022-07-03 10:51,정말 이번 화 보면서 소름 돋았다. 왜 울컥하게 되는지 감동이다.
67,2022-07-02 18:24,그저 전설
67,2022-06-29 07:47,졸라잘생겼어..!
67,2022-06-29 04:07,진짜레전드다미친..
67,2022-06-29 00:58,👍
67,2022-06-26 20:24,하 미쳤어 진짜ㅠㅠ 
67,2022-06-23 01:15,근본 4성좌들은 어디갔냐
67,2022-06-22 19:47,마지막 타이틀..
67,2022-06-22 19:18,가슴이 웅장해진다...
67,2022-06-21 14:39,속보)꼭지섬
67,2022-06-19 19:18,레전드...
67,2022-06-19 16:48,하 진짜 다시봐도 개쩐다
67,2022-06-18 21:26,완결인줄...
67,2022-06-18 19:56,와 끝내주는 시나리오!
67,2022-06-18 13:31,개미쳤다 진짜
67,2022-06-17 18:03,도대체 희원ㅇ이는 언제쯤 나머지셔츠를 집어넣을건지 혹은 뺄건지
67,2022-06-15 12:20,진짜 미쳤다
67,2022-06-12 17:17,아미친 ㅠㅠㅠㅠㅠ막컷 개이빠
67,2022-06-11 00:53,와... ㄷㄷ미춌다
67,2022-06-11 00:51,와....진짜....매화가 다 레전드다 지금 1허ㅏ부터 정주행하는데 못끊겠어
67,2022-06-10 23:11,마지막에 전독시 적혀져 있는거에 빗물이 약간 뭇어있는 느낌이네...
67,2022-06-10 16:14,말풍선 7개 겹쳐놓은거 미쳤네..
