Episode,Date,Review
31,17시간 전,그래서 tls123은 누구인가요?
31,2022-09-28 16:33,역발상인건가...
31,2022-09-13 23:41,발암련
31,2022-08-30 19:58,괴물들 역으로 올라오고 나서 공격 활성화인가?
31,2022-08-26 01:48,길영이 이쁨
31,2022-08-22 22:37,금독자 어깨 넓어지는거봐라
31,2022-08-16 15:46,그사이에 저는 도망칠게요!!
31,2022-08-14 17:31,"""그냥 똑같이 바닥에 그리면 안돼는거야?""""되겠냐 띨빡아"""
31,2022-08-04 01:04,아니 근데 유상아 싸움 잘할 것 같은 자세ㅋㅋㅋㅋㅋㅋㄱㅋㄱ
31,2022-07-25 21:49,김??:바닥에 그리면 않돼?이??:되겠냐 띨딱아?!?
31,2022-07-17 09:50,"최애 정희원 우리나라 작품은 이런게 좋아 조연이 잘 안죽는다?
워킹데드보는데 최애를 죽여버림 ㅠ"
31,2022-07-08 01:12,리스폰지역에서 혹시 '끼임' 을 이용하는건가?
31,2022-04-28 21:54,👉🏾충무로 퀘스트 시작 독자를 무조건 믿는 길영이ㅠ 
31,2022-04-27 14:25,"살인이 가볍지않단걸 알려줘서 넘 좋네요...근데 여기 댓글들은 다 소설보고 와서 그런가
한편 한편에 관한 내용이없네여 ㅋㅋㅋ 댓글보는맛은없는듯.."
31,2022-04-21 00:15,.
31,2022-04-16 14:39,멸살법의 주인공이 아무리 쎄도 전독시에 주인공보단약하지 ㅋㅋ
31,2022-04-15 23:35,독자 말고 텍봉이 안보이는거면 작가한테 뭔가 있는 건가? 음 작가가 독자를 완전 좋아하나봐 ㅋㅋㅋㅋ
31,2022-03-31 00:40,하..여기까지만보고자야지했는데.. 여기서끊으면 못자잖아ㅠㅠ
31,2022-03-28 21:55,나가자!! 싸우자!! 이기자!!
31,2022-03-23 18:47,희원씨 성격이 점점 파탄나는거 같아입이 거칠어져ㅋㅋ
31,2022-03-23 17:05,아니 근데...독자 너무 잘생겼다~❤️
31,2022-03-20 19:08,ㅋㅋㅋㅋㅋㅋㅋㅋ
31,2022-03-07 15:35,"ㄱ, 근데 그 와중에 멸살법에서 김남운 상상력 쩐다..;;남운아 너 그린 존을 아예 바닥에 그릴 생각을 하다니. 실현은 안 되지만 쌉 천재구나."
31,2022-03-05 23:32,소설안보면 지만손해지 뭘 
31,2022-02-25 12:22,소설안보면 지만손해지 
31,2022-02-25 12:21,나무그늘 저사람은 제대로 본거맞나아님 지가 보고싶은거만 본건가
31,2022-02-24 09:14,아카라카치 아카라카쵸아카라카치치 쵸쵸쵸
31,2022-02-22 13:38,멸살법작가 본인 아님?
31,2022-02-21 14:57,"아. 소설도 볼까했는데 웹툰만 후딱 보고 언넝 손 떼야겠다. 이것도 초장부터 사이다인척 정의로운 고구마네. 게다가 참 편협하네. 사람 죽이는걸 즐기지 않으니 5명은 살리고, 화장실 막은 50명은 천칭 기울이고 싹 다 죽이시겠다? 
의도한 모지리 캐릭이야 아님 그냥 작가가 그런 거야?"
31,2022-02-16 22:15,그래도 쥔공 애기는 안보내네
31,2022-02-09 14:31,간간히 멸살법 내용 나오는데 개재밌겠는데.
31,2022-02-02 21:30,제가 피할동안 시간 좀 벌어주십쇼!!
31,2022-01-25 04:51,스카이캐슬 쓰앵님 아닌교
31,2022-01-19 20:36,조금 눈나들이랑 움직였음 좋겠따
31,2022-01-11 10:48,작가 이름이 tls123이였는데 신123이니까 혹시 신인가..?
31,2022-01-09 04:32,김독자 진짜 ㅋㅋㅋ 매번 저런 말투임 ㅋㅋㅋ
31,2022-01-03 12:22,고객님 입안으로 지금 배달 가는 중입니다. 잠시만 기다려 주세요~♥
31,2022-01-02 18:02,30
31,2022-01-02 02:50,길영이ㅠㅜ
31,2021-12-27 18:15,존나 무서울 듯ㅋㅋㅋㅋㅋㅋ
31,2021-12-26 01:00,아래에서 7번째 컷유상아 굉장히 강해보이는 포즈
31,2021-12-15 18:19,돌아가는 길이 지름길이였던 데수
31,2021-12-12 17:26,아가길영아..ㅠ
31,2021-12-01 22:17,잘봤습니다 
31,2021-11-22 23:55,아 진짜 길영이 너무 사랑스럽고 귀엽다ㅠ 내 아픈손가락ㅠ
31,2021-11-10 23:33,길영이 무서워 ㄷ
31,2021-11-09 18:06,독자 길영이 눈 마주칠 때마다 머리 스다듬어주네ㅋㅋ 길영이 너무 커여워 ~
31,2021-10-27 08:40,죽으려고 작정했는데 왜 구해주냐 필요해도 아닌거 같다
31,2021-10-26 16:14,근데 tls123이 멸살법 작가 아이딘데 이거 한국어 키보드로 바꿔서하면 신123 아닌가요? 작가 정체가 신인가?
31,2021-10-24 15:10,늘 두가지 선택지를 주고 후자를 선택하게 만들지
31,2021-10-23 08:26,우와
31,2021-10-19 17:22,저 소설을 쓴 작가는 살아있을까요? 음.. 또 다른세계??
31,2021-10-19 10:30,아픕니다ㅋㅋㅋㅋㅋㅋ
31,2021-10-15 13:27,2001
31,2021-10-10 14:47,이거 마치 오징어게임 줄다리기를 보는거같다...!
31,2021-09-28 14:45,그럼 김독자는 저 성좌들보다 위의 신에게 가호를 받고있는건가 진짜 주인공 버프가 누구한테 가고 있는지는 아니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
31,2021-09-25 20:23,"독자를 '여기 두 가지 방법'을 말하면 날아가는 플라잉체어에 앉히고싶다,,"
31,2021-09-21 12:21,멸살법 원작에 남운이 살아있는거 왠지 안타깝다..
31,2021-09-21 09:31,되겠냐 띨빡아ㅋㅋㅋㅋㅋ김남운이 팀이었어도 개웃겼겠다
31,2021-09-20 21:58,❤💜❤💜❤
31,2021-09-15 00:14,내 미끼가 되어라 이건가?...
31,2021-09-14 09:55,유중혁.. 짧은 분량이였지만 잘생겼었다.
31,2021-09-12 18:58,재밌어요 계속 챙겨볼께요
31,2021-09-12 02:13,"근데 저렇게 한계까지 치닫은 상황에서도 올바른 신념을 가질 수 있다는 게 참… 나는 진작에 어쩔 수 없는 일, 이 방법이 최선이라 합리화했을 텐데 대단한 거 같음"
