Episode,Date,Review
46,"Mar 17, 2021","""We might not have to kill anyone"" cue the violence!!!"
46,"Mar 17, 2021","Capture the flag, extreme edition."
46,"Mar 17, 2021",They really thought they could finesse Dokja Ha you fools he will never fall for such cheap tricks 
46,"Mar 17, 2021","I just want to thank the creator, because this is one of the rare action webtoons which prominently feature both male and female characters without oversexualizing the women. It’s sad how grateful I am to see women depicted with proportional bodies and real clothes, without a bunch of male-gazy upskirt shots during every fight scene, with well rounded personalities outside of being eye candy, etc. Thank you."
46,"Mar 17, 2021","lol Huiwon reading the scenario ""Yikes, it's long."""
46,"Mar 17, 2021","Sangah : ""We might survive without anyone getting killed!! 🥺""....... Huiwon a few minutes later : ""Did the constellations just say that you are evil? 🗡☺️"" "
46,"Mar 17, 2021",That dramatic walk though.
46,"Mar 17, 2021",Anyone else ready for Junghyeok Yu to wake up and (hopefully) begin listening to Dokja?
46,"Mar 17, 2021",Me and the boys playing capture the flag in class during elementary school 😂
46,"Mar 17, 2021","Meanwhile, Junghyeok naps."
46,"Mar 17, 2021",YOO SANGAH IS SPIDERWOMAN
46,"Mar 17, 2021","[The constellation ""Lazy Broke Weeb"" is proud of the incarnation YSA for making eye-catching web thingy.][The constellation ""Lazy Broke Weeb "" says that they did the wrong move to attack their base and wishing their souls to travel safely to the underworld.] [5 coins have been sponsored.]"
46,"Mar 17, 2021","Sleepy-C's art is crazy good! That one panel of the 4 of them about to attack? Amazing 👏🏼 It looked like it could be a slow-mo shot of an action/superhero movie with the lens flare on the sword. Also uh not important, but the lady in the black top from Dongdaemun is really pretty 🤭 & Ilhun is good looking too!?"
46,"Mar 17, 2021",Pildu is about to earn his paycheck again with that OP defense ability. 
46,"May 5, 2021","Dokja in a nutshell: “you may have outsmarted me, but I’ve outsmarted your outsmarting”"
46,"Mar 17, 2021","""We Might Not Have To Kill Anyone"" 😏 X for Doubt "
46,"Mar 17, 2021","yo, I wanna know how that other guy knew Dokja 🤔"
46,"Mar 17, 2021","""We might not have to kill anyone"" Chapter Title: Future War Me: yep, everything's fine"
46,"Mar 17, 2021",This is like Hunger Games but better. 
46,"Mar 17, 2021",Bruh this is always so fckin cool to read
46,"Mar 17, 2021","You know when the main characters walk together, things are going to get badass "
46,"May 5, 2021",cant scam a scammer
46,"May 5, 2021","Someone should get other clothes for Sangah, or at least other shoes. Poor girl is doing eveerything in heels"
46,"Mar 17, 2021",never take what a gossiper says at face value
46,"Mar 17, 2021","Dokja : "" I play giant mantis  face down and one man army face up , both in defense mode"" . "
46,"Apr 28, 2021",hello fellow broke people
46,"Apr 27, 2021",Aand I already used the free coins.
46,"Apr 28, 2021",Only went through the 20 chapters for the free coins. Continued to binge the next 44 chapters for the amazing story. Immediately spent said coins on the next chapter 🤣
46,"Mar 17, 2021",Someone must not realize the kind of story they are in
46,"Mar 21, 2021","Been watching  the series for awhile now, I never comment on webcomics this is my first one. Just wanted to say I love the story and hope you get a bunch of traction "
46,"May 5, 2021",this is a dokja's eyelashes appreciation comment
46,"May 5, 2021","Yoo Sangah appreciation here! I feel like people tend to underrate her. I would consider Huiwon my favourite female character in ORV (along with someone who should be appearing soon) but Sangah is so cool as well, especially with her thread this episode. Also, that panel of the four of them walking forward ready to fight was screen-shot worthy."
46,"May 5, 2021",i love how these scenarios are basically just children's games on crack.
46,"May 5, 2021","sangha""we won't need to kill today ""after a few panels  heewon "" wow ,I got some evil people I have to use my skill ""🤣,I love how dokja and heewon always have the same reactions to things ,and also dokja was like so nervous when heewon was staring at him ,am I the only one who loves heewon more cause she brings fun in the grp "
46,"May 6, 2021",after all of this is over Dokja will have to adopt that kid
46,"Mar 17, 2021","“We might not have to kill anyone!” Oh you poor innocent soul, how did you survive this long?"
46,"Mar 17, 2021",Gilyeong best boy
46,"May 5, 2021","“His attribute did not blossom thanks to meeting the wrong supporting constellation, but he is still useful to be used as a pawn” is a pretty solid dating app bio. "
