Episode,Date,Review
11,"Sep 2, 2020",I think that the ability to bookmark someone else’s abilities is freaking amazing
11,"Sep 2, 2020","[The constellation 'Lazy Broke Weeb' is laughing hard.]
[5 coins have been sponsored.]"
11,"Sep 2, 2020",Wait so who gets plot armor the MC of what were reading or the MC of the novel our MC
11,"Sep 2, 2020","When you know what to expect on the test, but there's a surprise question."
11,"Sep 2, 2020","Ah yes, bookmark, a skill mastered by all readers"
11,"Sep 30, 2020",“Impressed by your foolishness” man I’m dead
11,"Sep 9, 2020","Dang, Namwoon just got killed a second time, this time by a manifestation of himself. I'm starting to feel bad for him... "
11,"Sep 2, 2020",This better turn into an anime or im gonna start throwin hands! (ง'̀-'́)ง
11,"Oct 7, 2020",so book mark allows him to become a character he met earlier on in the story as long as they are part of the story. as long as he witness their abilities and has partial understanding of their characters. cool and i guess it upgrades based on use and learning the mindset of the person hes with
11,"Oct 7, 2020",i'm dying of laughter when the constellation was impressed by dokja foolishness notice pop out
11,"Oct 7, 2020","Trust me, the constellation reaction going to make this story more interesting in the future events"
11,"Oct 7, 2020",The Constellation Secretive Plotter is impressed with your foolishness=Every teacher that has graded my math tests
11,"Oct 7, 2020",one constellation is impressed by his foolishness and another touched by his selflessness....how hilarious
11,"Oct 7, 2020",Imaging being close to sacrificing yourself out of the goodness of your heart for your teammates only to see them ready to leave you behind... NOPE not on my turf you won’t!
11,"Sep 30, 2020",did i foolishly spend my last coins on this webtoon? yes. will i have to wait two weeks for another episode? yès. will i be miserable? without a doubt. BUT IS MY SIMPLE SELF SATISFIED AND HAPPY FOR THE TIME BEING? ABSO-FUCKING-LUTELY
11,"Oct 7, 2020",Who’s plot armor will be stronger? 
11,"Oct 7, 2020","[The Constellation 'Secretive Plotter' is impressed by your foolishness.] Im sure if she is my sponsorship, I would have impressed her more"
11,"Oct 7, 2020",The husbands are going to meet each other soon. I'm so excited lool
11,"Oct 7, 2020",Why do I feel like TWSA is totally a 2020 thing
11,"Oct 7, 2020","Wow after just recently finishing the light novel, I completely understood how much of a genius the author is writing this story... So many moments full of twists and turns in all directions that will make your jaw drop, it’s crazy... Not to mention the massive amounts of crazy foreshadowing the author places in each and every chapter, this one included! Webtoon readers have no idea how legendary this story truly is and by the time you do, it will give the best ending you can possibly imagine!!!"
11,"Oct 7, 2020",the sunfish has arrived.... ready to slap some cheeks...
11,"Sep 2, 2020",I CLICKED SO FASTEdit: how does one disagree with the fact that I clicked fast?
11,"Oct 7, 2020",[the secretive plotter is impressed by your foolishness ] lmaooo😂😂
11,"Oct 7, 2020",I want to see the protagonist ♪ HERE HE COMES I want to see the protagonist ♪ HERE HE COMES
11,"Sep 24, 2020",can everyone stop comparing this to solo leveling....they aren't even in the same sub genre😭
11,"Oct 7, 2020",Jonghyuk coming in 😭😭
11,"Oct 7, 2020",How much you wanna bet this guy who shows up is hot?
11,"Sep 29, 2020","When you spend all your free coins on an awesome new webtoon, Worth it 😸"
11,"Oct 7, 2020","for anyone that loves reading this webtoon may i sugest that you take a gander at Solo leveling. although its not on webtoons its an excelent story to pass the time when you are waiting for this to update.(Edit) For those looking for solo leveling you can go to the google play store and search, theres an app dedicated to just that comic "
11,"Oct 7, 2020","I'd just like to remind people to like the chapters. The first two chapters had 99,999+ likes and then they gradually decreased with each chapter. Please like the chapters. I hope this webtoon gets more and more love. 💜"
11,"Oct 8, 2020",Did anybody else notice that Namwoon Kim was wearing socks with sandals he really deserved to die
11,"Oct 7, 2020",Y’all... I just read the light novel version. There’s 500 episodes 😂 we’re in for a ride! (It’s really good
11,"Oct 7, 2020",i'm curious how they're gonna choose to spell his name... that's always been something that confused me. joonghyuk? junghyuk? jung-hyeok? which one 
11,"Oct 7, 2020",I'd love to explain a lot of things but I know the pain of getting something spoiled for youso i'mma just keep quiet
11,"Sep 26, 2020",{the constellation minimo1026 is rooting for him. donated 20 coins.}
11,"Oct 7, 2020",THE HUBBY SHOWS UP
11,"Oct 7, 2020",Is it just me or Dokja suddenly got a lot more awesome than he was a couple of episodes ago?
11,"Oct 7, 2020","""The constellation secret plotter is impressed by your foolishness"" OH my gwad🤣🤣🤣"
11,"Sep 2, 2020",All I know is that the protagonist has to be even more dangerous. Since he killed everyone in his car. Then the fact that Dokja had them run away from him. So I'm thinking the protagonist might not be a good guy. 
11,"Apr 26, 2021",Secretive plotter literally went “oh my god he’s so stupid I love him” and gave him coins why is this so funny
11,"Oct 7, 2020",Come on Kim Dokja get your man ahahat 😉
11,"Oct 7, 2020",MC vs MC I'm so ready
11,"Oct 7, 2020",Did he not pick SUN WUKONG as a sponsor? Are you kidding me?
11,"Oct 7, 2020",time for the shipping to start LOL
11,"Oct 8, 2020",It’s not Wednesday anymore. It’s the day Omniscient Reader updates.
11,"Oct 7, 2020","""he's late"" when you're waiting for your favorite character to show up and kick ass in an anime...."
11,"Oct 7, 2020",Anyone else read the novel?
11,"Oct 7, 2020",Maaaaan. This webtoon is really out of this world. Literally. I love it
11,"Sep 28, 2020",NOO MY UNEMPLOYED BROKE ASS CANT HANDLE THIS
11,"Oct 8, 2020",Petition to turn omniscient reader into an official anime
11,"Oct 7, 2020",Definitely this should be turned to an anime series 💯🙏🤞
11,"Sep 2, 2020",saw the new chapters and immediately used coins 😭
11,"Oct 7, 2020",Any constellation wanna sponsor me for fast pass?
11,"Oct 7, 2020",Ooh is that the og protagonist 
11,"Oct 7, 2020","[The constellation meatball porridge is enjoying the arrival of a unknown person][The constellations watching are very satisfied]
[50 coins have been sponsored]"
11,"Oct 7, 2020",wow this art is stunning
11,"Sep 30, 2020",I spent all of my coins just to be on a cliffhanger
11,"Sep 2, 2020",Is it just me or do the MC (Dokja) and the protagonist look a lot alike?
11,"Sep 5, 2021","""secretive plotter is impressed by your foolishness"" lmaooo"
11,"Apr 27, 2021","""Secretive plotter is impressed by ur foolishness""... . Really now 🤣🤣"
11,"Apr 26, 2021","Okay so, for a moment I was like ""What if someone who made it across came back?"" but that wouldn't work because it's still an odd number, despite if they made th check point. Also I was kinda WOAH bc I thought the Bookmark skill was essentially a ""last save."" So for a moment I thought he'd have to go back in time to the first mission and keep the Edgelord alive to bring him over (and only have one minute to change the choice he made). I'm kinda sad the kid is still saying ""I don't want to die."""
11,"Mar 25, 2021",Namwoon Kim wore socks with sandals. What a criminal.
11,"Mar 12, 2021",impressed by his foolishness LMAOOO
11,"Nov 5, 2020",MUST SEE THAT PROTAGONIST
11,"Oct 7, 2020",The audacity of leaving him behind bruh
11,"Oct 7, 2020",ooooohhhhhh! the original Mc is here!
11,"Oct 7, 2020",[The constellation 'Skipping Mountains' is impressed by Dokja's coolness.]
11,"Oct 7, 2020",I love secretive plotter :)
11,"Sep 14, 2021","Lmao, for those of you who are here from the future.""You're Late""
"
11,"Sep 1, 2021",i wish someone was impressed by mMY foolishness
11,"Sep 1, 2021","""Deus ex machina"" moment was really funny. Like, they literally called it that way and they don't care. I'm liking this story so I don't care either"
11,"Jan 8, 2021",Simps carrying their crush be like Myeongoh carrying Sangah to the other side of the bridge. XD
11,"Oct 9, 2020","I'm like, totally fangirling over this Webtoon! The idea for this comic is something that I think all us readers and fantasy-lovers imagine may happen to us one day, and the way the plot is being carried out is just fantastic! It is such an amazing concept, and I can't wait to read more!! 😍😍😍"
11,"Oct 8, 2020",Man I'd be pretty pissed if I was killed by the same person twice
11,"Oct 7, 2020","Why does everyone hate the person who saved Sanga? I mean, it was a d*ck move but it made sense. Dokja appears to be getting destroyed. If he is gonna die, let’s not waste energy saving him only to potentially have to kill him later. Only an even number can cross, so with Dokja practically dying, that leaves an even number. I’m not saying he did the right thing, I can just see why he did that. If you don’t agree, let me know why. (I’m just curious)"
11,"Oct 7, 2020",started reading the webnovel because of this and its so good ahkdjsjs can't wait to see the webtoon progress but I'm just scared cause the webnovel is 500+ chapters and I have no idea how long that's gonna take me
