Episode,Date,Review
7,"Aug 19, 2020",that was such a 1000 IQ moment
7,"Aug 19, 2020",this is slowly reminding me of solo leveling. IT'S GREAT!!!
7,"Aug 19, 2020",“exclusive edgelord skill - grimdark awakening” is killing me
7,"Aug 19, 2020","I don’t remember the MC’s name but I definitely am liking him a lot so far. He seems like a practical guy. He isn’t saving the granny to help her, he’s doing it to stop the guy. He didn’t care to even out the odds for the others and help them survive, instead he let them scavenge to fight for it themselves. All his actions thus far almost seem cruel but very critical actions. This isn’t the typical hero-type Protagonist and Im loving it. And of course he’s not bad either, since he helped the kid"
7,"Aug 27, 2020",Bacteria is technically a living organism. Imagine having hand sanitizer and breaking the game instantly. 
7,"Aug 26, 2020","The point of the mission was to ""Prove their Worth"". Simply being violent in the name of survival is hardly any appealing trait in any apparently sentient species. I think the ""constellations"" *wanted* them to think the quest through. If they had just realized that the kid's bugs counted as ""Living Organisms"", a large amount of them would've survived. Though because they resorted to useless violence immediately, they had shown how useless they were in the grand scheme of things"
7,"Sep 9, 2020","FINALLY, A MAIN CHARACTER WHO’S NOT INCREDIBLY STUPID."
7,"Aug 20, 2020",is this story secretly trying to tell us to read more...
7,"Sep 2, 2020","So, anyone know what happened to the girl?"
7,"Aug 28, 2020","But, he killed off a supporting character to the plot. Things are gonna get shaky... Unless he accident stepped on an egg or something? Or the grandma died at the last second "
7,"Sep 9, 2020","fun fact: like it was said at first ep dokja means reader and they literally used the word dokja as reader in korean title so its also ""omniscient dokja's viewpoint"" "
7,"Aug 21, 2020",from 'chuunibyou' and 'blackening' to 'edgelord' and 'grimdark awakening'—though it's still way better than the translation in webtoon indonesia...
7,"Aug 19, 2020",i won't survive in this apocalypse
7,"Sep 9, 2020",Dokja*says he doesn't want to change much of the story so it doesn't become unpredictable* also Dokja: *proceeds to kill one of the main characters because he dislikes him*
7,"Aug 19, 2020",HAHAAA UNO REVERSE PICK UP THE WHOLE FREAKIN DECK 
7,"Aug 26, 2020",its gonna be one of the best webtoon ever
7,"Aug 20, 2020",Ah yes you love to see the main character already killing over 100 living creatures in the first 6 episodes
