Episode,Date,Review
16,"Sep 23, 2020",[The constellation 'Lazy Broke Weeb' is cheering for your survival.][5 coins have been sponsored.]
16,"Sep 23, 2020",This dude really just extorted the hell out of a mythical creature without even blinking. 
16,"Sep 23, 2020",I love the constellation 'Eyes waiting for Tuesday Night'. THEY ARE MAKING COOKIES.
16,"Sep 23, 2020","i think the constellation 'eyes waiting for tuesday night' was supposed to be us... in naver webtoon if we want to read ahead, we need to buy the episode with cookies, so maybe it's an easter egg inserted by the artist."
16,"Sep 23, 2020",'i would make a great con man since no one can see my attributes window.' 🤣
16,"Sep 23, 2020",Congratulations on surviving death! Here's some poison fog!
16,"Sep 23, 2020",Breathe it in. Can you feel it? That's the feeling of the Author reaching out for your coins.
16,"Sep 23, 2020","I have to admit, I was skeptical in the beginning of this webtoon but now I am convinced. This is one of the best I have read and it 100% needs to become an anime. Please and thank you."
16,"Sep 23, 2020",Dokja: *scams Bihyeong* Bihyeong: (ノ｀Д´)ノ彡💰
16,"Sep 23, 2020","I prefer the name ‘Broken Faith’, compared to ‘Broken Trust’ to be honest 😔 Edit: It’s already changed to ‘Broken Faith’. Thank you, translation team! You’re the best! ❤️❤️"
16,"Oct 18, 2020",Dokja's face when they're talking about the ratio is amazing.
16,"Oct 18, 2020","""I'm not the protagonist of this story"" 👁️👄👁️"
16,"Sep 23, 2020",Why the heck is there a constellation constantly baking cookies?
16,"Sep 26, 2020",I really wondered why Dokja wasn't really great at his previous Minosoft sales work. Our Dokja has a natural talent of scamming though 😼
16,"Sep 23, 2020","oh so its gonna be ""trust"" huh. I can see how it could be translated as such but it really doesnt have the same ring to it or the same kind of emotional impact as ""faith,"" Especially at that certain scene near the end.....trust just doesnt do it! the connotations arent the same!!!! please translators...consider reading the novel so that yall can realize that these names mean something!! "
16,"Sep 24, 2020","please change it to ""broken faith"" because ""broken trust"" doesn't have the same emotional impact as ""broken faith"" for certain scene near the ending of the light novel.."
16,"Sep 23, 2020","[Constellation ""Fastpass Emissary"" sponsors 200,000 coins for the next 10 years worth of updates]"
16,"Sep 23, 2020",Omnis- *click*
16,"Sep 23, 2020",To be completely honest even though this webtoon is still in its early stages im already in love with the story development so far!!! I cant wait for more and this should get an anime someday calling it now
16,"Sep 23, 2020",Sleep? what is this strange thing you speak of? what a waste of time. I only know Omniscient Reader. 
16,"Oct 18, 2020",I feel kinda bad for the sea dragon. It was just minding its own business found a snack and was killed in a pretty gruesome manner
16,"Oct 17, 2020",. I got 5 coins from reading omniscent reader and spent those on omniscent reader. THE DEDICATION. 
16,"Sep 23, 2020","This Webtoon could be adapted into an incredible anime, if it's done by the right studio."
16,"Sep 23, 2020",Chapter 1 of waiting for yoo sangah in a black chinese dress and garter belt.
16,"Sep 23, 2020","Now, going that long, holding on for dear life. He now has enough experience to make a Live-Action show. Man Vs. Apocalypse or Dokja Declassified Apocalypse Survival Guide😂"
16,"Oct 18, 2020","Now I just realized. WE are the constellations, because we are the ones who are watching him."
16,"Oct 18, 2020","This webtoon very impressive. The plot, the characters and their reasoning, the art–THIS IS TOP TIER. ✨"
16,"Oct 18, 2020",Another great chapter!! Though I prefer “broken faith” rather than “broken trust”
16,"Oct 18, 2020",this guy is absolutely amazing he know s where the buttons are and just what he wants to push
16,"Oct 18, 2020",please turn this into an anime series🙏
16,"Oct 18, 2020",I can’t believe Kim Dokja bullied a supernatural being into a contract that is max profit for himself ✌️😔
16,"Sep 23, 2020",can we get humanoid bihyung? hes too cute in dokkaebis form 😳 can imagine he's on humanoid form
16,"Oct 18, 2020","it’s probably weird that i was like, “damn look at the detail on those toes” huh"
16,"Oct 18, 2020","Haha, Dokja's totally giving me Khun vibes, from Tower of God. I love a story that's impossible to predict."
16,"Oct 18, 2020",oh no Dokja's hot
16,"Oct 18, 2020","I just realized how poor looking Bihyung the dokkaebi looks. He's wearing all these shaggy, roughed up clothes/cloth. And (if u read further into the story) u see all the higher up dokkaebis in better clothing. Course Bihyung will get better clothing too. Never really thought about how the clothing for dokkaebis represented their status until now, not even when reading the novel. "
16,"Oct 18, 2020",Four days!!! Four days without sleep hanging on the wall!!! He is a survival monster!
16,"Oct 18, 2020","he really went: ""come on don't be shy, give me coins"""
16,"Oct 18, 2020","""Wonder if Mom's okay.  .........  It's Mom.  She's totally fine."""
16,"Oct 1, 2020",Ah Kim Dokja you sly demon (;
16,"Oct 18, 2020","Damn, Dokja is an asshole XD. I love him for that ahah!"
16,"Oct 19, 2020",technically we’re constellations lol
16,"Oct 18, 2020","[Incarnation Kim Dokja's legendary attribute, “Rat Bastard”, is flourishing.]"
16,"Oct 18, 2020","[The penniless reader, ""Lexell"", wishes to take a bite out of the endless cookies baked by the constellation, ""Eyes waiting for Tuesday Night"".]"
16,"Oct 18, 2020","I'm not surprised if later in this series, the dokkaebi is broke because of him."
16,"Oct 19, 2020","The Tuesday Night whatever whatever constellation was baking cookies. In Naver webtoon, cookies is the equivalent of coins here. There is a cookie oven there where you bake free cookies by doing missions. That is called cookie baking. So the constellation was baking cookies to skip the ads~"
16,"Oct 18, 2020","...and that, kids, is why you read! You never know what information will be useful in the future. "
16,"Oct 18, 2020",guys what if the constellation 'secretive plotter' is actually the author xd
16,"Jul 14, 2021",DOKJA IS SO CUNNING LMAO I LOVE HIM
16,"Oct 19, 2020",UGH he's hot AND SMART????!!??;!?!! F@UCK I LOVE THIS
16,"Oct 18, 2020",[the constellation 'webtoon addict' is impressed by your manipulation] [1 like has been sponsored]
16,"Oct 18, 2020",From what I understand there is a ton of content left to come. This is IMO set up to be the next extremely popular long running comic/manga/manwha that a ton of people across the world will love. I hope the story keeps progressing like this I love it so far.
16,"Oct 18, 2020",“We’ll be right back after these advertisements!” *SPITS OUT TEA* *WHEEZING*
16,"Sep 23, 2020","mans really deserves credit for remembering a 10 something year long webnovel by heart, like damn i love some stories but even having rereadthem the ones that are years long running I don't remember every single detail down to the color of someone's nails in the background 5000 yards away from the scene taking place. I know he was granted the ability by the mysterious author but still"
16,"Apr 26, 2021",on the south korean webtoon they use cookies as currency instead of coins and the webtoon comes out every tuesday that what that constellation is basically saying its a 4th wall joke
16,"Mar 19, 2021","Dokja is such a smartass, I adore him."
16,"Jan 27, 2021",I just can't hate dokkaebi..he's too cute..
16,"Oct 18, 2020",isn't it so funny how when the Dekkebi (forgot how to spell it) talks to the MC he talks to him like he's his boss?
16,"Oct 18, 2020",is NO ONE gonna talk about how suggestive that one panel looked. yall KNOW what im talking about. theres no way a whole creative team of adults looked at that panel and not a single one saw what it looked like lmaooo 
16,"Apr 26, 2021",I love how the constellations are reacting the same way different readers would 😂
16,"Oct 18, 2020",Dokja is seriously awesome- plus it’s cool how his name literally means “reader” in Korean
16,"Oct 18, 2020",Kin Dokja is going to be a very very rich scammer  ▪▪▪▪▪▪▪▪▪▪▪▪▪
16,"Oct 18, 2020",[The constellation 'seraPINAcolada' is curious as to how Dokja will endure the 'Poisonous Fog'.] [She's too broke to sponsor.]
16,"Oct 18, 2020","Awww lucky Dokja, he could fast pass every series in webtoon with that amount of coins."
16,"Oct 18, 2020",""" congratulations ! you made it out alive ! here is some poisonous fog for you to die in next ! have fun ! """
16,"Oct 18, 2020",Hehe you thought you could fool the only reader of twsa wrong! 
16,"Oct 17, 2020",could somebody sponser me some coins.      ༎ຶ‿༎ຶ
16,"Oct 18, 2020",Why are we using strange vocabulary? ‘Nucleus’ instead of ‘core’ and ‘broken trust’ instead of broken faith? Nucleus doesn’t cause issue (though I don’t know why it needed changing) but trust is a bit strange... it’s just weird.
16,"Jul 14, 2021",Help I can’t stop reading this shit I’m supposed to be sleeping rn
16,"Apr 27, 2021","honestly, at first I was going to quickly skim through this to get the coins (I do that a lot.....🥲) but after reading the prologue and every episode after. I'm so freaking addicted! like- I haven't been this addicted since I started reading castle swimmer almost 3 years ago!!! THIS WEBTOON IS AWESOME!!!"
16,"Apr 27, 2021",the way he was “😄” the whole time he’s extorting the dokkaebi’s money lmfao i salute this man
16,"Oct 19, 2020",[ Moist Crackers has no coins to give ]
16,"Oct 18, 2020",poor guy can't catch a break😭 but I guess it's a bit fair for swindling the streamer like that😂😂 if it were me I'd be wondering when will I get to eat again? Mucus wasn't so fulfilling💔😭
16,"Oct 18, 2020","[The constellation, Eyes waiting for Tuesday night, is endlessly baking cookies]"
16,"Oct 18, 2020",CRUNCHY ROLL WHERE ARE YOU THIS MUST BE MADE INTO AN ANIME
16,"Oct 18, 2020",just take a step backwards xx problem solved
16,"Oct 18, 2020",He had the dokkaebi sweating lmaoooooo
16,"May 23, 2021","wait, if we're reading this, arent we the constellations?"
16,"Oct 18, 2020","so, if dokja went to hogwarts he'd be a ravenclaw? or a slytherin? he's cunning and all, but, he kinda gives off the ravenclaw vibe, doesn't he?"
16,"Oct 13, 2021",Lmao they also have to watch ads
16,"Oct 18, 2020",[The constellation “Shristi Saumya” is reading the whole series again because it is so good] [She Told all of her friends about the series] 
16,"Oct 18, 2020",DOKJA YOU HOT CRAZY BASTARD
16,"Mar 22, 2021","Okay, but that panel where he drinks the body fluids is slightly erotic. "
16,"Sep 30, 2021",give me 5000 coins had me cracking 🤣 haven't laughed that hard in a good while so thanks 👍
16,"Apr 5, 2021",Can we talk about the fact that this man spent 4 days in a Sea Serpent's belly and then walked into a cloud of poison like it was just another windy day outside.
16,"Feb 26, 2021",[The constellation “the red Phoenix “. Is impressed by your smartness] [sponsors good wishes since she is broke ]
16,"Dec 4, 2020","“And kids, this is how Kim Dok-Ja known as the ‘Great Scammer’.”"
16,"Oct 19, 2020",The mc's awesome. He's intelligent as well so it's 100% more satisfying 
16,"Oct 19, 2020",i smell an anime in the making! really great story! thank you for making this! 😁
16,"Oct 18, 2020",Any one else thinking of reading the web novel 😅
16,"Oct 18, 2020","If you want to support the author even more, check out the official translation of the novel this is based on at Webnovel.com"
16,"Oct 18, 2020",wish it was broken faith instead of broken trust. just doesn’t hit the same
16,"Sep 23, 2020","yo, he's a really interesting protagonist! I'm very interested to see how smart his tactics become! keep up the great work!"
16,"Oct 22, 2021",ok but dokkaebi is so cute 
16,"Sep 10, 2021",Dokkeibi got absolutely swindled
16,"May 13, 2021",I wonder how the others are doing. I hope they all survived
16,"Mar 19, 2021",Gimmi dat money! $$$
16,"Feb 24, 2021",this guy milked the system so hard
16,"Jan 30, 2021",I wonder how the cookies are...
16,"Oct 19, 2020",I thought I wasn’t into action/fantasy stories.. And then I read Omniscient Reader.
16,"Oct 18, 2020",the faces the evil pom-pom by that I mean dokkaebi makes this episode is just great 😂
16,"Oct 18, 2020",So Glad there was the WEBTOON event I can read one Everyday 🤩🤩🤩🤩🤩
16,"Oct 18, 2020",What a business man
16,"Oct 18, 2020",Like this comment if Omniscient Reader needs to have an anime version
16,"Oct 18, 2020",I really hope that they change the translation to “Broken Faith”
16,"Oct 18, 2020",Ngl Dokja and Bihyung’s conversations make me laugh
16,"Oct 18, 2020",I love how he just owned the demon fluff
16,"Oct 18, 2020",Give me back Broken Faith-nim
16,"Oct 18, 2020","Future Dokja/Bihyeong meetings:Ah yes, the Negotiator. "
16,"Oct 12, 2021",[The Constellation Mr Shark is glad Dokja didn’t die to death]
16,"Oct 5, 2021",I'm only reading this because the main character is very clever Nd uses his brain at times
16,"Sep 19, 2021",I really love with the dokkeibi reaction. the way that he sudenly change his reaction is so.... WOWW
16,"Sep 16, 2021",that's our scammer dokja over here 🤣
16,"Sep 10, 2021",I have to give it to Dokja because you have to essentially have some insane willpower to go through a 3000+ chapter story twice 😂
16,"Jul 22, 2021",i love how one of the consolations are endlessly baking cookies
16,"Jul 2, 2021",[The constellation 'XKRATU' was excited and is cheering for you.] [ 100 coins have been sponsored]
16,"Jun 10, 2021","Am I the only one who saw it? [The constellation, Eyes waiting for Tuesday night] is endlessly baking cookies. 😂😂OMgosh I'm dying 🤣🤣"
16,"May 17, 2021","""the constelations complain, asking you to monologue everything you do outloud so they understand your actions beforehand,"" 
the secretive plotter, ""no child, i want you to be secretive like the great plotter i am. surprise me."" "
16,"May 11, 2021",he stayed inside that monster for FOUR DAYS???
16,"May 5, 2021",plss he was legit robbing him lmao
