Episode,Date,Review
70,"Sep 15, 2021","I am proud to say that we have now reached the 69th episode, nice"
70,"Sep 15, 2021","""WHY ARE YOU RUNNING!?"" "
70,"Sep 15, 2021","why is the plagiarist how I imagined every girl who took ‘inspiration’ from what I drew in art class, “they’re not constellations, they’re sponsors!” "
70,"Sep 15, 2021",Jokes on her. Not even Dokja knows his attribute
70,"Sep 15, 2021","""I have a lie detector."" ""I have a bitch detector, and it's going off the charts."" "
70,"Sep 15, 2021",Yooo that suit makes him look Soo classy 👌🏻
70,"Sep 15, 2021","[The constellation ""Lazy Broke Weeb "" is weeping for not being able to watch the stream live.] [The constellation ""Lazy Broke Weeb "" is glad that the coin farm is now gone and is enjoying the partnership between the incarnation kdj and incarnation hsy.] [5 coins have been sponsored. ]"
70,"Sep 15, 2021",The amount of thirsty comments in this chap... they're not gonna survive in future chapters if Dokja in a suit already made them floored 
70,"Sep 15, 2021","Plagiarizer: says something cool and insparational Everyone: is moved Dokja: yk, that line-- IS PLAGERIZED *chases*"
70,"Sep 15, 2021","what's your attribute? 
uh... reading?"
70,"Sep 15, 2021",call me weird but this is a cute relationship
70,"Sep 15, 2021",dokja is just casually stripping ppl for their clothes LOL
70,"Sep 15, 2021","""What the hell is your attribute?"" That's literally the one question he doesn't know the answer to."
70,"Sep 15, 2021","""Many constellations are frustrated by the sudden ad"" yep we are right there with ya 😅"
70,"Sep 15, 2021",I’m curious to know what’s in those click to expand options
70,"Sep 15, 2021","I appreciate how expressive dokja is in the webtoon. in the novel it seemed he barely had an expressive face seeing how he almost never addressed his emotions. then again, the story was written in a way to make him look like a terrible narrator, so looking at all the things he missed or left out, makes me happy. "
70,"Sep 15, 2021","If you want to read ahead in the novel, this episode ends in the middle of episode 75 (chapter 15) - A Kingless World (5)!"
70,"Sep 15, 2021","""you'll have to pay to read it"" that hit a little close to home "
70,"Sep 15, 2021",[A constellation that likes the “enemies turning into lovers” plot line likes the direction of where this story is going. 5 coins sponsored.]
70,"Sep 15, 2021","69th comment on the 69th episode, I use this power to summon lazy broke weeb!"
70,"Sep 15, 2021","Anime, when? "
70,"Oct 20, 2021",I'm honestly creeped out with the covers this November.. 
70,"Sep 15, 2021",What rumours were they spreading about Dokja? Seems very suspicious that she killed him before he explained himself 🧐
70,"Sep 15, 2021","Reading the manhwa when you have finished reading the novel is honestly interesting! It's probably the same as reading the novel many times, but this time it has visuals and I LOVE IT! 
Anyways, I want to point out many things!! First, Kim Dokja in a suit is so sexy!! Also, Anna Croft, I don't particularly like her but she's so pretty!! And lastly, the expressions of the characters are so on point and feels so real, like when KDJ felt lost, my heart clenched huhu LOOKING FORWARD TO THE NEXT EP!"
70,"Sep 15, 2021",i like how she is so confident about the lie detection skill she has no idea how easy it is to manipulate. especially if it is only at lvl 1... 
70,"Sep 15, 2021","Items 4 and 5 on the contract are ""click to expand"".  Dokja trying to sneak some fine print in there."
70,"Sep 15, 2021",Damn plagiarizer getting mad glamour close ups. Tsundere?!
70,"Sep 17, 2021","Dear constellations readers,the story will now go into a slower build up phase, please buckle up and wait patiently as the fifth scenario at the end of this arc will be one hell of a ride (`･∀･)b "
